Team;Driver;Compound;LapTime;Year;GP
Red Bull Racing;PER;SOFT;0 days 00:01:15.473684210;2023;Dutch Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:27.787290322;2023;Qatar Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:29.187434782;2019;Australian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:27.581906250;2019;Australian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:30.949500;2020;70th Anniversary Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:31.171116279;2020;70th Anniversary Grand Prix
Red Bull Racing;ALB;MEDIUM;0 days 00:01:33.801250;2020;70th Anniversary Grand Prix
Red Bull Racing;ALB;HARD;0 days 00:01:19.239968750;2020;Emilia Romagna Grand Prix
Red Bull Racing;ALB;SOFT;0 days 00:01:19.620444444;2020;Emilia Romagna Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:51.317640;2023;Belgian Grand Prix
Red Bull Racing;ALB;HARD;0 days 00:01:31.534219512;2020;70th Anniversary Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:26.532736842;2023;Italian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:51.387090909;2023;Belgian Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:38.603538461;2020;Russian Grand Prix
Red Bull Racing;ALB;HARD;0 days 00:01:41.799133333;2020;Russian Grand Prix
Red Bull Racing;ALB;SOFT;0 days 00:01:51.434222222;2020;Belgian Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:49.110100;2020;Belgian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:50.852600;2020;Belgian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:37.843275862;2023;Japanese Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:36.005400;2023;Japanese Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:23.525400;2020;Spanish Grand Prix
Red Bull Racing;ALB;HARD;0 days 00:01:25.615826086;2020;Italian Grand Prix
Red Bull Racing;ALB;MEDIUM;0 days 00:01:28.148000;2020;Italian Grand Prix
Red Bull Racing;ALB;SOFT;0 days 00:01:26.581722222;2020;Italian Grand Prix
Red Bull Racing;GAS;MEDIUM;0 days 00:01:35.883428571;2019;Bahrain Grand Prix
Red Bull Racing;GAS;SOFT;0 days 00:01:38.168606060;2019;Bahrain Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:36.638450;2019;Bahrain Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:37.943777777;2019;Bahrain Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:37.556166666;2023;Singapore Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:40.660558823;2023;Singapore Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:38.867526315;2023;Singapore Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:22.551125;2020;Spanish Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:40.888733333;2023;Singapore Grand Prix
Red Bull Racing;ALB;MEDIUM;0 days 00:01:23.131294117;2020;Spanish Grand Prix
Red Bull Racing;ALB;MEDIUM;0 days 00:01:22.198444444;2020;Tuscan Grand Prix
Red Bull Racing;ALB;SOFT;0 days 00:01:22.605466666;2020;Tuscan Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:43.205173913;2019;Abu Dhabi Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:41.849344827;2019;Abu Dhabi Grand Prix
Red Bull Racing;ALB;MEDIUM;0 days 00:01:44.148000;2019;Abu Dhabi Grand Prix
Red Bull Racing;ALB;HARD;0 days 00:01:43.173170731;2019;Abu Dhabi Grand Prix
Red Bull Racing;ALB;MEDIUM;0 days 00:01:39.663318181;2020;Russian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:15.321296296;2023;São Paulo Grand Prix
Red Bull Racing;PER;SOFT;0 days 00:01:51.784423076;2023;Belgian Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:40.617352941;2023;United States Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:32.578612903;2023;British Grand Prix
Red Bull Racing;PER;SOFT;0 days 00:01:31.546062500;2023;British Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:33.480615384;2023;British Grand Prix
Red Bull Racing;ALB;HARD;0 days 00:01:41.921785714;2020;Abu Dhabi Grand Prix
Red Bull Racing;ALB;SOFT;0 days 00:01:43.596375;2020;Abu Dhabi Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:41.495523809;2020;Abu Dhabi Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:42.623777777;2020;Abu Dhabi Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:07.012000;2023;Austrian Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:27.097000;2020;British Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:09.300575757;2023;Austrian Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:09.469217391;2023;Austrian Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:10.070324324;2023;Austrian Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:09.140578947;2023;Austrian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:39.916781250;2019;United States Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:40.209263157;2019;United States Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:36.484700;2021;Bahrain Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:34.530705882;2021;Bahrain Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:34.140187500;2021;Bahrain Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:31.477000;2020;British Grand Prix
Red Bull Racing;ALB;SOFT;0 days 00:01:39.348200;2019;United States Grand Prix
Red Bull Racing;ALB;MEDIUM;0 days 00:01:40.836066666;2019;United States Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:30.188129032;2020;British Grand Prix
Red Bull Racing;ALB;MEDIUM;0 days 00:01:29.476190476;2020;British Grand Prix
Red Bull Racing;ALB;HARD;0 days 00:01:32.221769230;2020;British Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:15.966083333;2023;São Paulo Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:30.923357142;2023;British Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:52.186090909;2023;Belgian Grand Prix
Red Bull Racing;ALB;SOFT;0 days 00:00:57.502684210;2020;Sakhir Grand Prix
Red Bull Racing;ALB;HARD;0 days 00:00:57.437700;2020;Sakhir Grand Prix
Red Bull Racing;ALB;INTERMEDIATE;0 days 00:01:41.758500;2020;Turkish Grand Prix
Red Bull Racing;VER;INTERMEDIATE;0 days 00:01:41.667035714;2020;Turkish Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:12.835375;2019;Brazilian Grand Prix
Red Bull Racing;GAS;HARD;0 days 00:01:38.695055555;2019;Chinese Grand Prix
Red Bull Racing;GAS;MEDIUM;0 days 00:01:37.144000;2019;Chinese Grand Prix
Red Bull Racing;GAS;SOFT;0 days 00:01:39.520611111;2019;Chinese Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:38.059066666;2019;Chinese Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:37.825114285;2019;Chinese Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:23.319589743;2023;Hungarian Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:23.583346153;2023;Hungarian Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:23.194309523;2023;Hungarian Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:25.040555555;2023;Hungarian Grand Prix
Red Bull Racing;ALB;HARD;0 days 00:01:34.335611111;2020;Bahrain Grand Prix
Red Bull Racing;ALB;MEDIUM;0 days 00:01:35.408565217;2020;Bahrain Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:33.685863636;2020;Bahrain Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:34.061111111;2020;Bahrain Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:11.702625;2019;Brazilian Grand Prix
Red Bull Racing;ALB;SOFT;0 days 00:01:13.726866666;2019;Brazilian Grand Prix
Red Bull Racing;ALB;MEDIUM;0 days 00:01:12.964791666;2019;Brazilian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:35.375866666;2023;Saudi Arabian Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:42.198242424;2023;United States Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:40.413350;2023;United States Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:41.946548387;2023;United States Grand Prix
Red Bull Racing;GAS;SOFT;0 days 00:01:28.461000;2019;Australian Grand Prix
Red Bull Racing;GAS;MEDIUM;0 days 00:01:29.832000;2019;Australian Grand Prix
Red Bull Racing;ALB;MEDIUM;0 days 00:00:58.792969696;2020;Sakhir Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:33.048827586;2023;Saudi Arabian Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:37.694250;2021;French Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:32.898758620;2023;Saudi Arabian Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:24.853714285;2022;Australian Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:21.061923076;2022;Emilia Romagna Grand Prix
Red Bull Racing;PER;SOFT;0 days 00:01:20.004250;2022;Emilia Romagna Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:41.086466666;2022;United States Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:41.597833333;2022;United States Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:41.502230769;2022;United States Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:42.106357142;2022;United States Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:21.001206896;2022;Emilia Romagna Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:19.794454545;2022;Emilia Romagna Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:18.270000;2019;Hungarian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:21.830181818;2019;Hungarian Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:20.680300;2019;Hungarian Grand Prix
Red Bull Racing;GAS;HARD;0 days 00:01:21.794558823;2019;Hungarian Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:33.648083333;2022;Miami Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:34.032057142;2022;Miami Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:32.404291666;2022;Miami Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:34.688352941;2023;Saudi Arabian Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:27.676225806;2022;Spanish Grand Prix
Red Bull Racing;PER;SOFT;0 days 00:01:27.454576923;2022;Spanish Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:27.260909090;2022;Spanish Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:27.474920;2022;Spanish Grand Prix
Red Bull Racing;VER;WET;0 days 00:01:50.761000;2022;Japanese Grand Prix
Red Bull Racing;VER;INTERMEDIATE;0 days 00:01:47.074300;2022;Japanese Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:22.485066666;2022;Australian Grand Prix
Red Bull Racing;PER;INTERMEDIATE;0 days 00:01:48.065600;2022;Japanese Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:34.974857142;2022;Saudi Arabian Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:34.826642857;2022;Saudi Arabian Grand Prix
Red Bull Racing;ALB;SOFT;0 days 00:01:25.913409090;2019;Italian Grand Prix
Red Bull Racing;ALB;MEDIUM;0 days 00:01:23.854521739;2019;Italian Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:27.880812500;2021;Qatar Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:26.588285714;2021;Qatar Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:27.175818181;2021;Qatar Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:27.065956521;2021;Qatar Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:15.722243243;2022;São Paulo Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:16.704214285;2022;São Paulo Grand Prix
Red Bull Racing;PER;SOFT;0 days 00:01:16.519937500;2022;São Paulo Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:15.940684210;2022;São Paulo Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:23.196000;2021;Qatar Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:33.018030303;2021;Saudi Arabian Grand Prix
Red Bull Racing;GAS;HARD;0 days 00:01:17.105894736;2019;Canadian Grand Prix
Red Bull Racing;GAS;SOFT;0 days 00:01:17.922000;2019;Canadian Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:17.163750;2019;Canadian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:15.811095238;2019;Canadian Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:23.374583333;2022;Mexico City Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:22.456372093;2022;Mexico City Grand Prix
Red Bull Racing;PER;SOFT;0 days 00:01:23.414285714;2022;Mexico City Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:22.703088888;2022;Mexico City Grand Prix
Red Bull Racing;ALB;SOFT;0 days 00:01:48.928300;2019;Belgian Grand Prix
Red Bull Racing;ALB;MEDIUM;0 days 00:01:51.561764705;2019;Belgian Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:33.213884615;2022;Saudi Arabian Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:33.017518518;2022;Saudi Arabian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:24.129833333;2019;Italian Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:17.877071428;2019;German Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:17.710266666;2022;Monaco Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:33.360515151;2022;British Grand Prix
Red Bull Racing;PER;SOFT;0 days 00:01:31.535500;2022;British Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:34.409357142;2022;British Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:34.270764705;2022;British Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:32.866222222;2022;British Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:10.483526315;2022;Austrian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:09.679857142;2022;Austrian Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:38.456968750;2022;French Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:39.461500;2022;French Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:38.011781250;2022;French Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:38.877692307;2022;French Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:53.521300;2022;Belgian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:51.947615384;2022;Belgian Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:53.545476190;2022;Belgian Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:52.127375;2022;Belgian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:09.731827586;2019;Austrian Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:08.326871794;2019;Austrian Grand Prix
Red Bull Racing;GAS;SOFT;0 days 00:01:10.791565217;2019;Austrian Grand Prix
Red Bull Racing;GAS;HARD;0 days 00:01:09.596363636;2019;Austrian Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:23.379680851;2022;Hungarian Grand Prix
Red Bull Racing;PER;SOFT;0 days 00:01:24.968933333;2022;Hungarian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:23.286625;2022;Hungarian Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:24.558166666;2022;Hungarian Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:15.371727272;2022;Dutch Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:17.731066666;2022;Monaco Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:16.175228571;2022;Dutch Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:14.586200;2022;Dutch Grand Prix
Red Bull Racing;GAS;HARD;0 days 00:01:36.386818181;2019;French Grand Prix
Red Bull Racing;GAS;SOFT;0 days 00:01:37.991142857;2019;French Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:34.896225806;2019;French Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:50.731777777;2022;Singapore Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:49.911052631;2022;Singapore Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:47.655903225;2022;Azerbaijan Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:49.103307692;2022;Azerbaijan Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:47.178068965;2022;Azerbaijan Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:48.998733333;2022;Azerbaijan Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:36.440000;2019;French Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:25.952333333;2022;Italian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:24.941952380;2022;Italian Grand Prix
Red Bull Racing;PER;SOFT;0 days 00:01:25.241000;2022;Italian Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:27.405250;2022;Italian Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:26.285966666;2022;Italian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:31.649000;2019;British Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:29.827185185;2019;British Grand Prix
Red Bull Racing;GAS;MEDIUM;0 days 00:01:31.771100;2019;British Grand Prix
Red Bull Racing;GAS;HARD;0 days 00:01:30.584457142;2019;British Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:17.155372549;2022;Canadian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:18.332000;2022;Canadian Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:15.446107142;2022;Dutch Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:16.137000;2022;Dutch Grand Prix
Red Bull Racing;PER;SOFT;0 days 00:01:17.151666666;2022;Dutch Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:25.441583333;2019;Italian Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:34.116720;2022;Miami Grand Prix
Red Bull Racing;PER;SOFT;0 days 00:01:11.010000;2021;São Paulo Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:20.232648648;2021;Mexico City Grand Prix
Red Bull Racing;VER;INTERMEDIATE;0 days 00:01:34.147035714;2021;Turkish Grand Prix
Red Bull Racing;PER;INTERMEDIATE;0 days 00:01:34.273132075;2021;Turkish Grand Prix
Red Bull Racing;VER;SOFT;0 days 00:01:37.873030303;2023;Bahrain Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:36.804444444;2023;Bahrain Grand Prix
Red Bull Racing;PER;SOFT;0 days 00:01:38.224366666;2023;Bahrain Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:13.368473684;2021;São Paulo Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:37.037095238;2023;Bahrain Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:14.621500;2021;São Paulo Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:14.967666666;2021;São Paulo Grand Prix
Red Bull Racing;ALB;HARD;0 days 00:01:47.091615384;2019;Singapore Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:21.307571428;2021;Mexico City Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:20.158566666;2021;Mexico City Grand Prix
Red Bull Racing;VER;MEDIUM;0 days 00:01:41.773250;2021;United States Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:21.612342857;2021;Mexico City Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:13.322444444;2021;São Paulo Grand Prix
Red Bull Racing;PER;MEDIUM;0 days 00:01:41.578960;2021;United States Grand Prix
Red Bull Racing;VER;HARD;0 days 00:01:40.222928571;2021;United States Grand Prix
Red Bull Racing;PER;HARD;0 days 00:01:40.641600;2021;United States Grand Prix
Renault;HUL;MEDIUM;0 days 00:01:50.477555555;2019;Belgian Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:32.472648648;2020;70th Anniversary Grand Prix
Renault;RIC;HARD;0 days 00:01:39.611388888;2019;Chinese Grand Prix
Renault;RIC;SOFT;0 days 00:01:40.379400;2019;Chinese Grand Prix
Renault;OCO;MEDIUM;0 days 00:01:33.531526315;2020;70th Anniversary Grand Prix
Renault;OCO;HARD;0 days 00:01:32.051034482;2020;70th Anniversary Grand Prix
Renault;HUL;HARD;0 days 00:01:48.333652173;2019;Singapore Grand Prix
Renault;HUL;SOFT;0 days 00:01:50.130470588;2019;Belgian Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:51.488400;2019;Belgian Grand Prix
Renault;OCO;MEDIUM;0 days 00:01:27.649000;2020;Italian Grand Prix
Renault;RIC;HARD;0 days 00:01:32.675833333;2020;70th Anniversary Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:15.188000;2019;Brazilian Grand Prix
Renault;OCO;INTERMEDIATE;0 days 00:01:42.072346153;2020;Turkish Grand Prix
Renault;HUL;MEDIUM;0 days 00:01:49.027454545;2019;Azerbaijan Grand Prix
Renault;HUL;SOFT;0 days 00:01:48.265000;2019;Azerbaijan Grand Prix
Renault;RIC;INTERMEDIATE;0 days 00:01:42.347954545;2020;Turkish Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:24.522454545;2019;Italian Grand Prix
Renault;OCO;SOFT;0 days 00:01:25.530790697;2020;Italian Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:24.751423076;2020;Italian Grand Prix
Renault;RIC;SOFT;0 days 00:01:25.982833333;2020;Italian Grand Prix
Renault;HUL;HARD;0 days 00:01:14.285642857;2019;Brazilian Grand Prix
Renault;HUL;MEDIUM;0 days 00:01:15.338650;2019;Brazilian Grand Prix
Renault;RIC;SOFT;0 days 00:01:25.727925925;2019;Italian Grand Prix
Renault;HUL;SOFT;0 days 00:01:13.870000;2019;Brazilian Grand Prix
Renault;RIC;SOFT;0 days 00:01:13.927000;2019;Brazilian Grand Prix
Renault;OCO;HARD;0 days 00:01:43.744214285;2020;Abu Dhabi Grand Prix
Renault;OCO;HARD;0 days 00:01:34.887833333;2020;Bahrain Grand Prix
Renault;HUL;HARD;0 days 00:01:29.135930232;2019;Australian Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:41.947466666;2020;Abu Dhabi Grand Prix
Renault;RIC;HARD;0 days 00:01:43.504515151;2020;Abu Dhabi Grand Prix
Renault;OCO;MEDIUM;0 days 00:01:45.285875;2020;Abu Dhabi Grand Prix
Renault;OCO;HARD;0 days 00:01:49.881366666;2020;Belgian Grand Prix
Renault;OCO;HARD;0 days 00:01:09.858966666;2020;Austrian Grand Prix
Renault;HUL;SOFT;0 days 00:01:22.159736842;2019;Hungarian Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:48.626095238;2019;Singapore Grand Prix
Renault;OCO;HARD;0 days 00:00:57.638083333;2020;Sakhir Grand Prix
Renault;RIC;SOFT;0 days 00:01:19.315666666;2019;Monaco Grand Prix
Renault;OCO;SOFT;0 days 00:01:23.022666666;2020;Spanish Grand Prix
Renault;RIC;SOFT;0 days 00:01:22.899266666;2020;Spanish Grand Prix
Renault;RIC;SOFT;0 days 00:00:58.860142857;2020;Sakhir Grand Prix
Renault;RIC;MEDIUM;0 days 00:00:58.222208333;2020;Sakhir Grand Prix
Renault;RIC;HARD;0 days 00:00:57.508478260;2020;Sakhir Grand Prix
Renault;OCO;MEDIUM;0 days 00:00:58.849193548;2020;Sakhir Grand Prix
Renault;HUL;MEDIUM;0 days 00:01:46.819846153;2019;Singapore Grand Prix
Renault;RIC;HARD;0 days 00:01:47.453363636;2019;Singapore Grand Prix
Renault;HUL;MEDIUM;0 days 00:01:40.444888888;2019;Russian Grand Prix
Renault;HUL;SOFT;0 days 00:01:30.718818181;2019;Australian Grand Prix
Renault;RIC;SOFT;0 days 00:01:17.897600;2019;Canadian Grand Prix
Renault;HUL;HARD;0 days 00:01:42.636500;2019;United States Grand Prix
Renault;HUL;MEDIUM;0 days 00:01:40.358800;2019;United States Grand Prix
Renault;OCO;MEDIUM;0 days 00:01:36.491000;2020;Bahrain Grand Prix
Renault;RIC;HARD;0 days 00:01:35.157000;2020;Bahrain Grand Prix
Renault;HUL;SOFT;0 days 00:01:40.122064516;2019;Russian Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:37.178857142;2020;Bahrain Grand Prix
Renault;RIC;SOFT;0 days 00:01:51.154333333;2020;Belgian Grand Prix
Renault;RIC;HARD;0 days 00:01:49.178633333;2020;Belgian Grand Prix
Renault;HUL;SOFT;0 days 00:01:40.169400;2019;United States Grand Prix
Renault;RIC;HARD;0 days 00:01:41.253294117;2019;United States Grand Prix
Renault;RIC;SOFT;0 days 00:01:42.627733333;2019;United States Grand Prix
Renault;OCO;SOFT;0 days 00:01:51.362555555;2020;Belgian Grand Prix
Renault;RIC;SOFT;0 days 00:01:21.578944444;2019;Hungarian Grand Prix
Renault;OCO;MEDIUM;0 days 00:01:11.211705882;2020;Austrian Grand Prix
Renault;RIC;SOFT;0 days 00:01:43.536300;2019;Abu Dhabi Grand Prix
Renault;HUL;SOFT;0 days 00:01:32.817000;2019;British Grand Prix
Renault;OCO;HARD;0 days 00:01:31.112187500;2020;British Grand Prix
Renault;RIC;HARD;0 days 00:01:44.618714285;2019;Abu Dhabi Grand Prix
Renault;HUL;HARD;0 days 00:01:31.235903225;2019;British Grand Prix
Renault;RIC;SOFT;0 days 00:01:09.058347826;2019;Austrian Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:10.687804878;2019;Austrian Grand Prix
Renault;HUL;MEDIUM;0 days 00:01:10.860826086;2019;Austrian Grand Prix
Renault;HUL;HARD;0 days 00:01:09.918883720;2019;Austrian Grand Prix
Renault;RIC;SOFT;0 days 00:01:23.861142857;2020;Portuguese Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:22.937923076;2020;Tuscan Grand Prix
Renault;HUL;MEDIUM;0 days 00:01:44.232764705;2019;Abu Dhabi Grand Prix
Renault;RIC;SOFT;0 days 00:01:22.553629629;2020;Tuscan Grand Prix
Renault;HUL;SOFT;0 days 00:01:45.196750;2019;Abu Dhabi Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:32.097769230;2020;Eifel Grand Prix
Renault;RIC;SOFT;0 days 00:01:23.916500;2019;Spanish Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:22.208387755;2020;Portuguese Grand Prix
Renault;OCO;SOFT;0 days 00:01:21.148000;2020;Portuguese Grand Prix
Renault;OCO;MEDIUM;0 days 00:01:22.661347826;2020;Portuguese Grand Prix
Renault;RIC;MEDIUM;0 days 00:01:20.581533333;2020;Hungarian Grand Prix
Renault;OCO;HARD;0 days 00:01:21.036137931;2020;Hungarian Grand Prix
